"offense","offense_conference","defense","defense_conference","game_id","id","scoring","start_period","start_yardline","start_yards_to_goal","start_time.minutes","start_time.seconds","end_period","end_yardline","end_yards_to_goal","end_time.minutes","end_time.seconds","elapsed.minutes","elapsed.seconds","plays","yards","drive_result","week"
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207317",FALSE,2,80,80,0,51,2,85,85,0,0,NA,51,2,-5,"END OF HALF",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207318",TRUE,3,25,75,15,0,3,100,0,13,40,1,20,4,75,"TD",1
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207319",FALSE,3,75,75,13,40,3,72,72,12,46,NA,54,3,3,"PUNT",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207320",TRUE,3,37,63,12,46,3,100,0,10,7,2,39,6,63,"TD",1
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207321",FALSE,3,75,75,10,7,3,20,20,5,24,4,43,10,55,"MISSED FG",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207322",FALSE,3,20,80,5,24,3,11,89,3,57,1,27,3,-9,"PUNT",1
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207323",FALSE,3,61,61,3,57,3,37,37,1,19,2,38,4,24,"PUNT",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207324",FALSE,3,14,86,1,19,4,30,70,14,53,1,26,4,16,"FUMBLE",1
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207325",TRUE,4,30,30,14,53,4,15,15,11,16,3,37,7,15,"FG",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207326",TRUE,4,20,80,11,16,4,100,0,4,26,6,50,11,80,"TD",1
"Stephen F. Austin",NA,"Baylor","Big 12",401112073,"40111207327",TRUE,4,75,75,4,26,4,0,0,1,4,3,22,7,75,"TD",1
"Baylor","Big 12","Stephen F. Austin",NA,401112073,"40111207328",FALSE,4,25,75,1,4,4,27,73,0,0,1,4,2,2,"END OF GAME",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208510",FALSE,2,59,59,3,40,2,47,47,1,34,2,6,5,12,"PUNT",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208511",FALSE,2,12,88,1,34,2,21,79,0,0,1,34,3,9,"END OF HALF",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208512",TRUE,3,65,65,15,0,3,32,32,12,56,2,4,7,33,"FG",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208513",TRUE,3,25,75,12,56,3,100,0,8,31,4,25,9,75,"TD",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208514",TRUE,3,89,89,8,29,3,14,14,1,44,6,45,15,75,"FG",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208515",TRUE,3,35,65,1,44,3,53,47,0,6,1,38,5,18,"FUMBLE TD",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208517",FALSE,3,35,65,0,6,4,87,13,9,49,5,17,11,52,"MISSED FG",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208518",FALSE,4,80,80,9,49,4,68,68,7,51,1,58,5,12,"PUNT",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208519",TRUE,4,21,79,7,51,4,95,5,0,59,6,52,17,74,"FG",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208520",FALSE,4,90,90,0,51,4,73,73,0,0,NA,51,3,17,"POSSESSION (FOR OT DRIVES)",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208521",TRUE,5,25,25,0,0,5,31,31,0,0,NA,NA,4,-6,"FG",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208522",TRUE,5,75,25,0,0,5,95,5,0,0,NA,NA,6,20,"FG",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208523",TRUE,5,75,25,0,0,5,100,0,0,0,NA,NA,4,25,"TD",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208524",TRUE,5,25,25,0,0,5,0,0,0,0,NA,NA,7,25,"TD",1
"Northern Iowa",NA,"Iowa State","Big 12",401112085,"40111208525",TRUE,5,25,25,0,0,5,11,11,0,0,NA,NA,6,14,"FG",1
"Iowa State","Big 12","Northern Iowa",NA,401112085,"40111208526",TRUE,5,75,25,0,0,5,100,0,0,0,NA,NA,5,25,"TD",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209610",FALSE,2,83,83,6,13,2,78,78,4,18,1,55,3,5,"PUNT",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209611",FALSE,2,18,82,4,18,2,13,87,1,47,2,31,3,-5,"PUNT",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209612",TRUE,2,62,62,1,47,2,2,2,0,1,1,46,9,60,"FG",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209613",FALSE,2,38,62,0,0,2,38,62,0,0,NA,NA,0,0,"Uncategorized",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209614",FALSE,3,75,75,15,0,3,19,19,11,45,3,15,7,56,"INT",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209615",TRUE,3,13,87,11,45,3,100,0,8,40,3,5,7,87,"TD",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209616",FALSE,3,75,75,8,40,3,66,66,6,26,2,14,4,9,"PUNT",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209617",FALSE,3,38,62,6,26,3,77,23,2,0,4,26,9,39,"FUMBLE",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209618",TRUE,3,77,77,2,0,4,0,0,10,52,6,8,14,77,"TD",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209619",FALSE,4,25,75,10,52,4,43,57,8,20,2,32,5,18,"PUNT",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209620",FALSE,4,85,85,8,20,4,43,43,5,45,2,35,7,42,"PUNT",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209621",TRUE,4,6,94,5,45,4,0,100,4,24,1,21,3,-6,"FUMBLE TD",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209623",TRUE,4,25,75,4,24,4,100,0,2,20,2,4,8,75,"TD",1
"Indiana State",NA,"Kansas","Big 12",401112096,"40111209624",FALSE,4,75,75,2,20,4,67,67,1,35,NA,45,4,8,"DOWNS",1
"Kansas","Big 12","Indiana State",NA,401112096,"40111209625",FALSE,4,67,33,1,35,4,60,40,0,0,1,35,4,-7,"DOWNS",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210610",FALSE,2,80,80,0,58,2,75,75,0,0,NA,58,2,5,"END OF HALF",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210611",TRUE,3,75,75,15,0,3,0,0,12,46,2,14,5,75,"TD",1
"Kansas State","Big 12","Nicholls",NA,401112106,"40111210612",FALSE,3,28,72,12,36,3,77,23,7,34,5,2,11,49,"DOWNS",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210613",FALSE,3,77,77,7,34,3,55,55,5,1,2,33,5,22,"PUNT",1
"Kansas State","Big 12","Nicholls",NA,401112106,"40111210614",TRUE,3,3,97,5,1,4,100,0,14,52,5,9,10,97,"TD",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210615",TRUE,4,75,75,14,52,4,75,75,14,36,NA,16,2,0,"FUMBLE TD",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210617",FALSE,4,75,75,14,36,4,41,41,12,46,1,50,6,34,"DOWNS",1
"Kansas State","Big 12","Nicholls",NA,401112106,"40111210618",TRUE,4,41,59,12,46,4,100,0,6,41,6,5,10,59,"TD",1
"Nicholls",NA,"Kansas State","Big 12",401112106,"40111210619",TRUE,4,75,75,6,41,4,0,0,3,1,3,40,7,75,"TD",1
"Kansas State","Big 12","Nicholls",NA,401112106,"40111210620",FALSE,4,30,70,2,53,4,80,20,0,0,2,53,5,50,"END OF GAME",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211410",FALSE,2,9,91,4,58,2,55,45,2,28,2,30,5,46,"FUMBLE",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211411",TRUE,2,70,70,2,28,2,17,17,0,26,2,2,6,53,"FG",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211412",FALSE,2,27,73,0,26,2,80,20,0,0,NA,26,4,54,"DOWNS",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211414",TRUE,3,25,75,15,0,3,100,0,12,38,2,22,5,75,"TD",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211415",FALSE,3,75,75,12,38,3,54,54,10,7,2,31,4,21,"PUNT",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211416",TRUE,3,17,83,10,7,3,100,0,7,47,2,20,5,83,"TD",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211417",TRUE,3,87,87,7,47,3,0,0,3,3,4,44,12,87,"TD",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211418",TRUE,3,21,79,3,3,3,100,0,0,0,3,3,6,79,"TD",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211419",TRUE,4,87,87,15,0,4,0,0,9,11,5,49,12,87,"TD",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211420",FALSE,4,35,65,9,11,4,48,52,7,42,1,29,3,14,"FUMBLE",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211421",FALSE,4,42,42,7,42,4,23,23,5,26,2,16,6,19,"DOWNS",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211422",FALSE,4,23,77,5,26,4,31,69,4,1,1,25,3,8,"PUNT",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211423",TRUE,4,72,72,4,1,4,0,0,2,11,1,50,7,72,"TD",1
"Oklahoma","Big 12","Houston","American Athletic",401112114,"40111211424",TRUE,4,58,42,2,11,4,100,0,1,17,NA,54,4,42,"TD",1
"Houston","American Athletic","Oklahoma","Big 12",401112114,"40111211425",FALSE,4,75,75,1,17,4,66,66,0,0,1,17,3,9,"END OF GAME",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212210",TRUE,2,80,80,5,16,2,0,0,2,2,3,14,8,80,"TD",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212211",TRUE,2,25,75,2,2,2,100,0,0,3,1,59,14,75,"TD",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212212",FALSE,2,75,75,0,3,2,80,80,0,0,NA,3,1,-5,"END OF HALF",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212213",TRUE,3,75,75,15,0,3,0,0,12,20,2,40,10,75,"TD",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212214",TRUE,3,27,73,12,20,3,100,0,9,50,2,30,6,73,"TD",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212215",TRUE,3,75,75,9,50,3,0,0,7,54,1,56,6,75,"TD",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212216",FALSE,3,37,63,7,54,3,35,65,5,25,2,29,6,-2,"PUNT",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212217",FALSE,3,85,85,5,25,3,76,76,3,24,2,1,3,9,"PUNT",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212218",TRUE,3,36,64,3,24,4,100,0,13,8,5,16,14,64,"TD",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212219",TRUE,4,75,75,13,8,4,0,0,9,39,3,29,8,75,"TD",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212220",FALSE,4,32,68,9,39,4,54,46,6,38,3,1,7,19,"DOWNS",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212221",FALSE,4,51,51,6,38,4,55,55,4,0,2,38,4,-4,"PUNT",1
"Oregon State","Pac-12","Oklahoma State","Big 12",401112122,"40111212222",TRUE,4,20,80,4,0,4,100,0,1,19,2,41,11,80,"TD",1
"Oklahoma State","Big 12","Oregon State","Pac-12",401112122,"40111212223",FALSE,4,75,75,1,19,4,68,68,0,0,1,19,2,7,"END OF GAME",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212910",FALSE,2,56,44,8,19,2,49,51,7,18,1,1,3,-7,"PUNT",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212911",FALSE,2,94,94,7,18,2,92,92,5,8,2,10,3,2,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212912",TRUE,2,84,16,5,8,2,81,19,3,40,1,28,4,-3,"FG",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212913",FALSE,2,83,83,3,36,2,36,36,0,26,3,10,9,47,"INT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212914",TRUE,2,64,36,0,26,2,98,2,15,0,NA,26,3,34,"FG",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212915",TRUE,3,27,73,14,56,3,83,17,13,46,1,10,5,56,"FG",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212916",FALSE,3,75,75,13,46,3,68,68,12,12,1,34,3,7,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212917",TRUE,3,17,83,12,12,3,79,21,8,22,3,50,11,62,"FG",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212918",FALSE,3,75,75,8,22,3,70,70,6,35,1,47,3,5,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212919",FALSE,3,35,65,6,35,3,62,38,4,21,2,14,6,27,"PUNT",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212920",FALSE,3,87,87,4,21,3,63,63,2,2,2,19,4,24,"PUNT",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212922",TRUE,3,37,37,2,2,3,0,0,1,31,NA,31,2,37,"TD",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212923",TRUE,3,38,62,1,25,3,100,0,0,7,1,18,5,62,"TD",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212924",FALSE,3,75,75,0,7,4,72,72,14,3,1,4,3,3,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212925",FALSE,4,20,80,14,3,4,50,50,10,53,3,10,7,30,"PUNT",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212926",FALSE,4,82,82,10,53,4,84,84,9,23,1,30,3,-2,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212927",TRUE,4,47,53,9,23,4,82,18,6,46,2,37,7,35,"FG",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212928",FALSE,4,84,84,6,40,4,80,80,5,2,1,38,3,4,"PUNT",1
"TCU","Big 12","Arkansas-Pine Bluff",NA,401112129,"40111212929",TRUE,4,40,60,5,2,4,100,0,0,48,4,14,8,60,"TD",1
"Arkansas-Pine Bluff",NA,"TCU","Big 12",401112129,"40111212930",FALSE,4,75,75,0,48,4,78,78,0,0,NA,48,2,-3,"END OF GAME",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213510",FALSE,2,70,70,4,36,2,57,57,4,4,NA,32,2,13,"INT",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213511",TRUE,2,69,31,4,4,2,75,25,2,56,1,8,4,6,"FG",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213512",FALSE,2,75,75,2,56,2,68,68,1,38,1,18,3,7,"PUNT",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213513",FALSE,2,29,71,1,38,2,69,31,0,3,1,35,8,40,"MISSED FG",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213514",FALSE,2,69,69,0,3,2,63,63,0,0,NA,3,1,6,"END OF HALF",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213515",FALSE,3,75,75,15,0,3,26,26,12,1,2,59,8,49,"DOWNS",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213516",TRUE,3,26,74,12,1,3,100,0,9,15,2,46,9,74,"TD",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213517",FALSE,3,81,81,9,15,3,39,39,6,14,3,1,8,42,"DOWNS",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213518",TRUE,3,39,61,6,14,3,100,0,2,44,3,30,9,61,"TD",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213519",TRUE,3,75,75,2,44,4,0,0,13,31,4,13,9,75,"TD",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213520",FALSE,4,25,75,13,31,4,22,78,11,46,1,45,3,-3,"PUNT",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213521",TRUE,4,70,70,11,46,4,0,0,7,54,3,52,12,70,"TD",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213522",FALSE,4,30,70,7,54,4,54,46,3,37,4,17,5,24,"PUNT",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213523",FALSE,4,91,91,3,37,4,75,75,2,52,NA,45,4,16,"INT",1
"Texas","Big 12","Louisiana Tech","Conference USA",401112135,"40111213524",TRUE,4,73,27,2,52,4,100,0,1,9,1,43,5,27,"TD",1
"Louisiana Tech","Conference USA","Texas","Big 12",401112135,"40111213525",FALSE,4,75,75,1,9,4,77,77,0,0,1,9,2,-2,"END OF GAME",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213910",TRUE,2,25,75,9,42,2,100,0,9,13,NA,29,2,75,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213911",FALSE,2,75,75,9,13,2,72,72,8,14,NA,59,3,3,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213912",FALSE,2,17,83,8,14,2,20,80,6,50,1,24,3,3,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213913",FALSE,2,69,69,6,50,2,57,57,5,1,1,49,4,12,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213914",FALSE,2,20,80,5,1,2,42,58,3,18,1,43,5,22,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213915",FALSE,2,99,99,3,18,2,96,96,2,17,1,1,3,3,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213916",TRUE,2,54,46,2,17,2,100,0,0,50,1,27,6,46,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213917",FALSE,2,87,87,0,50,2,82,82,0,0,NA,50,2,5,"END OF HALF",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213918",TRUE,3,25,75,15,0,3,87,13,9,56,5,4,13,62,"FG",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213919",FALSE,3,75,75,9,56,3,26,26,7,10,2,46,6,49,"DOWNS",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213920",FALSE,3,26,74,7,10,3,29,71,6,8,1,2,3,3,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213921",FALSE,3,72,72,6,8,3,64,64,4,37,1,31,3,8,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213922",FALSE,3,1,99,4,37,3,60,40,1,36,3,1,7,59,"DOWNS",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213923",FALSE,3,60,60,1,36,4,29,29,14,14,2,22,6,31,"MISSED FG",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213924",TRUE,4,29,71,14,14,4,100,0,13,13,1,1,5,71,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213925",TRUE,4,75,75,13,13,4,20,20,10,48,2,25,8,55,"FG",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213926",TRUE,4,19,81,10,48,4,100,0,5,23,5,25,15,81,"TD",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213927",FALSE,4,75,75,5,23,4,66,66,3,8,2,15,3,9,"PUNT",1
"Texas Tech","Big 12","Montana State",NA,401112139,"40111213928",FALSE,4,11,89,3,8,4,24,76,1,46,1,22,4,13,"PUNT",1
"Montana State",NA,"Texas Tech","Big 12",401112139,"40111213929",FALSE,4,78,78,1,46,4,70,70,0,0,1,46,3,8,"END OF GAME",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214310",FALSE,2,75,75,12,33,2,10,10,6,21,6,12,13,65,"MISSED FG",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214311",FALSE,2,20,80,6,21,2,33,67,4,37,1,44,5,13,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214312",FALSE,2,67,67,4,37,2,60,60,3,16,1,21,3,7,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214313",FALSE,2,11,89,3,16,2,16,84,2,27,NA,49,3,5,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214314",FALSE,2,61,61,2,27,2,57,57,1,40,NA,47,3,4,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214315",FALSE,2,18,82,1,40,2,24,76,0,41,NA,59,3,6,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214316",FALSE,2,62,62,0,41,2,53,53,0,0,NA,41,2,9,"END OF HALF",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214317",TRUE,3,18,82,14,56,3,100,0,12,32,2,24,7,82,"TD",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214318",TRUE,3,75,75,12,32,3,12,12,6,34,5,58,13,63,"FG",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214319",FALSE,3,21,79,6,27,3,46,54,1,55,4,32,8,25,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214320",FALSE,3,81,81,1,55,3,86,86,0,1,1,54,3,-5,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214321",TRUE,3,44,56,0,1,4,74,26,10,26,4,35,10,30,"FG",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214322",FALSE,4,72,72,10,20,4,72,72,10,8,NA,12,1,0,"INT",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214323",TRUE,4,70,30,10,8,4,100,0,8,43,1,25,3,30,"TD",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214324",TRUE,4,65,65,8,37,4,14,14,4,33,4,4,10,51,"FG",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214325",FALSE,4,35,65,4,33,4,40,60,4,8,NA,25,3,5,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214326",FALSE,4,80,80,4,8,4,78,78,2,35,1,33,3,2,"PUNT",1
"West Virginia","Big 12","James Madison",NA,401112143,"40111214327",FALSE,4,27,73,2,35,4,27,73,0,58,1,37,3,0,"PUNT",1
"James Madison",NA,"West Virginia","Big 12",401112143,"40111214328",FALSE,4,62,62,0,58,4,61,61,0,0,NA,58,4,1,"END OF GAME",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214510",FALSE,2,80,80,3,39,2,96,96,2,42,NA,57,3,-16,"PUNT",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"40111214511",TRUE,2,76,24,2,42,2,100,0,2,4,NA,38,2,24,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214512",FALSE,2,75,75,2,4,2,61,61,0,0,2,4,6,14,"END OF HALF",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214513",FALSE,3,75,75,15,0,3,73,73,14,5,NA,55,3,2,"PUNT",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"40111214514",TRUE,3,37,63,14,5,3,100,0,10,42,3,23,8,63,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214515",FALSE,3,75,75,10,42,3,55,55,8,4,2,38,5,20,"PUNT",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"40111214516",TRUE,3,30,70,8,4,3,100,0,4,30,3,34,10,70,"TD",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214517",FALSE,3,75,75,4,30,3,26,26,1,17,3,13,8,49,"MISSED FG",1
"Illinois","Big Ten","Akron","Mid-American",401112145,"40111214518",FALSE,3,26,74,1,17,3,28,72,0,0,1,17,3,2,"PUNT",1
"Akron","Mid-American","Illinois","Big Ten",401112145,"40111214519",FALSE,4,88,88,15,0,4,50,50,11,32,3,28,8,38,"PUNT",1
